rgn_id,sector,year,employed
0,fism,2010,85638.51759999999
0,rd,2010,2701.231411
0,con,2010,98406.50015
0,ts,2010,62404.082030000005
0,em,2010,24131.03804
0,sb,2010,97622
0,ser,2010,56687.23833
0,pa,2010,52141.06251
0,tour,2010,59077.39775999999
0,env,2010,5310.0364
0,fism,2011,86152
0,rd,2011,2406
0,con,2011,44012
0,ts,2011,62644
0,em,2011,27794
0,sb,2011,106625
0,ser,2011,52006
0,pa,2011,53551
0,tour,2011,64576
0,env,2011,5989
0,fism,2012,88253
0,rd,2012,2170
0,con,2012,47829
0,ts,2012,68910
0,em,2012,29057
0,sb,2012,92635
0,ser,2012,52670
0,pa,2012,54655
0,tour,2012,68400
0,env,2012,6445
0,fism,2013,88063
0,rd,2013,2327
0,con,2013,45052
0,ts,2013,76846
0,em,2013,28799
0,sb,2013,100678
0,ser,2013,54109
0,pa,2013,56733
0,tour,2013,68113
0,env,2013,8e3
0,fism,2014,91172
0,rd,2014,2394
0,con,2014,43666
0,ts,2014,74756
0,em,2014,27928
0,sb,2014,106954
0,ser,2014,50200
0,pa,2014,55789
0,tour,2014,68205
0,env,2014,8200
