rgn_id,sector,year,wages
0,fism,2010,36591657
0,rd,2010,45577513
0,con,2010,16769946
0,ts,2010,38673988
0,em,2010,52079006
0,sb,2010,66278697
0,ser,2010,23317241
0,pa,2010,48449221
0,tour,2010,27741365
0,env,2010,41732590
0,fism,2011,39598461
0,rd,2011,51231840
0,con,2011,38041470
0,ts,2011,40612175
0,em,2011,51110619
0,sb,2011,62754354
0,ser,2011,24124832
0,pa,2011,49480704
0,tour,2011,26803917
0,env,2011,39000641
0,fism,2012,38175170
0,rd,2012,59019793
0,con,2012,36465716
0,ts,2012,37127006
0,em,2012,55977681
0,sb,2012,72892535
0,ser,2012,25287211
0,pa,2012,51959292
0,tour,2012,26200928
0,env,2012,36885655
0,fism,2013,39110550
0,rd,2013,62202986
0,con,2013,42559466
0,ts,2013,35841537
0,em,2013,52455268
0,sb,2013,67744244
0,ser,2013,24332907
0,pa,2013,54383728
0,tour,2013,27211392
0,env,2013,33836543
0,fism,2014,37068671
0,rd,2014,63854810
0,con,2014,39549159
0,ts,2014,38337811
0,em,2014,51561724
0,sb,2014,66440900
0,ser,2014,26975537
0,pa,2014,57308180
0,tour,2014,1908293
0,env,2014,33897017
