rgn_id,year,trend
1,2012,-0.4104
1,2013,-0.2753
1,2014,-0.2
1,2015,0.0536
1,2016,0.1788
2,2012,-0.4104
2,2013,-0.2753
2,2014,-0.2
2,2015,0.0536
2,2016,0.1788
3,2012,-0.4104
3,2013,-0.2753
3,2014,-0.2
3,2015,0.0536
3,2016,0.1788
4,2012,-0.4104
4,2013,-0.2753
4,2014,-0.2
4,2015,0.0536
4,2016,0.1788
5,2012,-0.4104
5,2013,-0.2753
5,2014,-0.2
5,2015,0.0536
5,2016,0.1788
6,2012,-0.4104
6,2013,-0.2753
6,2014,-0.2
6,2015,0.0536
6,2016,0.1788
7,2012,-0.4104
7,2013,-0.2753
7,2014,-0.2
7,2015,0.0536
7,2016,0.1788
8,2012,-0.4104
8,2013,-0.2753
8,2014,-0.2
8,2015,0.0536
8,2016,0.1788
9,2012,-0.4104
9,2013,-0.2753
9,2014,-0.2
9,2015,0.0536
9,2016,0.1788
10,2012,-0.4104
10,2013,-0.2753
10,2014,-0.2
10,2015,0.0536
10,2016,0.1788
11,2012,-0.4104
11,2013,-0.2753
11,2014,-0.2
11,2015,0.0536
11,2016,0.1788
