rgn_id,sector,year,wages
0,fism,2010,3049304.71
0,rd,2010,3798126.121
0,con,2010,1397495.473
0,ts,2010,3222832.369
0,em,2010,4339917.186
0,sb,2010,5523224.785
0,ser,2010,1943103.416
0,pa,2010,4037435.049
0,tour,2010,2311780.436
0,env,2010,3477715.812
0,fism,2011,3299871.731
0,rd,2011,4269319.972
0,con,2011,3170122.474
0,ts,2011,3384347.879
0,em,2011,4259218.212
0,sb,2011,5229529.504
0,ser,2011,2010402.662
0,pa,2011,4123392.032
0,tour,2011,2233659.709
0,env,2011,3250053.456
0,fism,2012,3181264.176
0,rd,2012,4918316.054
0,con,2012,3038809.693
0,ts,2012,3093917.196
0,em,2012,4664806.745
0,sb,2012,6074377.935
0,ser,2012,2107267.567
0,pa,2012,4329941.041
0,tour,2012,2183410.692
0,env,2012,3073804.588
0,fism,2013,3259212.515
0,rd,2013,5183582.171
0,con,2013,3546622.184
0,ts,2013,2986794.711
0,em,2013,4371272.316
0,sb,2013,5645353.669
0,ser,2013,2027742.246
0,pa,2013,4531977.336
0,tour,2013,104631.7133
0,env,2013,2819711.942
0,fism,2014,3089055.934
0,rd,2014,5321234.159
0,con,2014,3295763.26
0,ts,2014,3194817.547
0,em,2014,4296810.344
0,sb,2014,5536741.652
0,ser,2014,2247961.393
0,pa,2014,4775681.634
0,tour,2014,159024.4364
0,env,2014,2824751.418
