rgn_id,name,sust_coeff
1,Convict grouper,0.52
1,Mullets,0.58
1,Black seabream,0.444010417
1,Chub mackerel,0.444010417
1,Seabreams,0.444010417
1,Rockfishes,0.444010417
1,Bastard halibut,0.444010417
1,Temperate basses,0.444010417
1,Amberjacks,0.444010417
1,Scorpionfish,0.444010417
1,Dotted gizzard shad,0.444010417
1,Korean rockfish,0.444010417
1,Filefishes,0.444010417
1,Red seabream,0.444010417
1,Flounders,0.444010417
1,Greenlings,0.444010417
1,Barred knifejaw,0.444010417
1,Mi-iuy croaker,0.444010417
1,Pufferfishes,0.444010417
1,Rainbow trout,0.444010417
1,Chum salmon,0.444010417
1,Jacks,0.444010417
1,Pacific bluefin tuna,0.444010417
1,Small yellow croaker,0.444010417
1,Oysters,0.65
1,Cockle,0.7
1,Abalones nei,0.5
1,Scallops,0.833333333
1,Japanese littleneck,0.841666667
1,Mussels,0.8
1,Chinese cyclina,0.811764706
1,Sunray surf clam,0.811764706
1,Shellfish,0.811764706
1,Surf clam,0.811764706
1,Venus clam,0.811764706
1,Ark shell,0.811764706
1,Egg cockle,0.811764706
1,Korean common penshell,0.811764706
1,Broughton's ribbed ark,0.811764706
1,Laver,0.7
1,Other seaweeds,0.7
1,Sea string,0.7
1,Seaweed fulvescens,0.7
1,Gulf weed,0.7
1,Sea mustard,0.7
1,Sea staghorn,0.7
1,Seaweed fusiforme,0.7
1,Sea lettuce,0.7
1,Fleshy prawn,0.366666667
1,White leg shrimp,0.374509804
1,Wrinkled sea squirt,0.6
1,Other fisheries animals,0.533333333
1,Wart sea squint,0.533333333
1,Sea tangle,0.533333333
1,Korean common sea squint,0.533333333
1,Sea cucumber,0.533333333
2,Convict grouper,0.52
2,Mullets,0.58
2,Black seabream,0.444010417
2,Chub mackerel,0.444010417
2,Seabreams,0.444010417
2,Rockfishes,0.444010417
2,Bastard halibut,0.444010417
2,Temperate basses,0.444010417
2,Amberjacks,0.444010417
2,Scorpionfish,0.444010417
2,Dotted gizzard shad,0.444010417
2,Korean rockfish,0.444010417
2,Filefishes,0.444010417
2,Red seabream,0.444010417
2,Flounders,0.444010417
2,Greenlings,0.444010417
2,Barred knifejaw,0.444010417
2,Mi-iuy croaker,0.444010417
2,Pufferfishes,0.444010417
2,Rainbow trout,0.444010417
2,Chum salmon,0.444010417
2,Jacks,0.444010417
2,Pacific bluefin tuna,0.444010417
2,Small yellow croaker,0.444010417
2,Oysters,0.65
2,Cockle,0.7
2,Abalones nei,0.5
2,Scallops,0.833333333
2,Japanese littleneck,0.841666667
2,Mussels,0.8
2,Chinese cyclina,0.811764706
2,Sunray surf clam,0.811764706
2,Shellfish,0.811764706
2,Surf clam,0.811764706
2,Venus clam,0.811764706
2,Ark shell,0.811764706
2,Egg cockle,0.811764706
2,Korean common penshell,0.811764706
2,Broughton's ribbed ark,0.811764706
2,Laver,0.7
2,Other seaweeds,0.7
2,Sea string,0.7
2,Seaweed fulvescens,0.7
2,Gulf weed,0.7
2,Sea mustard,0.7
2,Sea staghorn,0.7
2,Seaweed fusiforme,0.7
2,Sea lettuce,0.7
2,Fleshy prawn,0.366666667
2,White leg shrimp,0.374509804
2,Wrinkled sea squirt,0.6
2,Other fisheries animals,0.533333333
2,Wart sea squint,0.533333333
2,Sea tangle,0.533333333
2,Korean common sea squint,0.533333333
2,Sea cucumber,0.533333333
3,Convict grouper,0.52
3,Mullets,0.58
3,Black seabream,0.444010417
3,Chub mackerel,0.444010417
3,Seabreams,0.444010417
3,Rockfishes,0.444010417
3,Bastard halibut,0.444010417
3,Temperate basses,0.444010417
3,Amberjacks,0.444010417
3,Scorpionfish,0.444010417
3,Dotted gizzard shad,0.444010417
3,Korean rockfish,0.444010417
3,Filefishes,0.444010417
3,Red seabream,0.444010417
3,Flounders,0.444010417
3,Greenlings,0.444010417
3,Barred knifejaw,0.444010417
3,Mi-iuy croaker,0.444010417
3,Pufferfishes,0.444010417
3,Rainbow trout,0.444010417
3,Chum salmon,0.444010417
3,Jacks,0.444010417
3,Pacific bluefin tuna,0.444010417
3,Small yellow croaker,0.444010417
3,Oysters,0.65
3,Cockle,0.7
3,Abalones nei,0.5
3,Scallops,0.833333333
3,Japanese littleneck,0.841666667
3,Mussels,0.8
3,Chinese cyclina,0.811764706
3,Sunray surf clam,0.811764706
3,Shellfish,0.811764706
3,Surf clam,0.811764706
3,Venus clam,0.811764706
3,Ark shell,0.811764706
3,Egg cockle,0.811764706
3,Korean common penshell,0.811764706
3,Broughton's ribbed ark,0.811764706
3,Laver,0.7
3,Other seaweeds,0.7
3,Sea string,0.7
3,Seaweed fulvescens,0.7
3,Gulf weed,0.7
3,Sea mustard,0.7
3,Sea staghorn,0.7
3,Seaweed fusiforme,0.7
3,Sea lettuce,0.7
3,Fleshy prawn,0.366666667
3,White leg shrimp,0.374509804
3,Wrinkled sea squirt,0.6
3,Other fisheries animals,0.533333333
3,Wart sea squint,0.533333333
3,Sea tangle,0.533333333
3,Korean common sea squint,0.533333333
3,Sea cucumber,0.533333333
4,Convict grouper,0.52
4,Mullets,0.58
4,Black seabream,0.444010417
4,Chub mackerel,0.444010417
4,Seabreams,0.444010417
4,Rockfishes,0.444010417
4,Bastard halibut,0.444010417
4,Temperate basses,0.444010417
4,Amberjacks,0.444010417
4,Scorpionfish,0.444010417
4,Dotted gizzard shad,0.444010417
4,Korean rockfish,0.444010417
4,Filefishes,0.444010417
4,Red seabream,0.444010417
4,Flounders,0.444010417
4,Greenlings,0.444010417
4,Barred knifejaw,0.444010417
4,Mi-iuy croaker,0.444010417
4,Pufferfishes,0.444010417
4,Rainbow trout,0.444010417
4,Chum salmon,0.444010417
4,Jacks,0.444010417
4,Pacific bluefin tuna,0.444010417
4,Small yellow croaker,0.444010417
4,Oysters,0.65
4,Cockle,0.7
4,Abalones nei,0.5
4,Scallops,0.833333333
4,Japanese littleneck,0.841666667
4,Mussels,0.8
4,Chinese cyclina,0.811764706
4,Sunray surf clam,0.811764706
4,Shellfish,0.811764706
4,Surf clam,0.811764706
4,Venus clam,0.811764706
4,Ark shell,0.811764706
4,Egg cockle,0.811764706
4,Korean common penshell,0.811764706
4,Broughton's ribbed ark,0.811764706
4,Laver,0.7
4,Other seaweeds,0.7
4,Sea string,0.7
4,Seaweed fulvescens,0.7
4,Gulf weed,0.7
4,Sea mustard,0.7
4,Sea staghorn,0.7
4,Seaweed fusiforme,0.7
4,Sea lettuce,0.7
4,Fleshy prawn,0.366666667
4,White leg shrimp,0.374509804
4,Wrinkled sea squirt,0.6
4,Other fisheries animals,0.533333333
4,Wart sea squint,0.533333333
4,Sea tangle,0.533333333
4,Korean common sea squint,0.533333333
